symbol,data,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
OSP,Total Unusual Items Excluding Goodwill,,307960758.0,344357917.0,58871638.0,427571438.0,
OSP,Net Income From Continuing Operation Net Minority Interest,,3504313165.0,3254920105.0,1933769383.0,2402102596.0,
OSP,Reconciled Depreciation,,1284573272.0,1518366503.0,1597756221.0,1548438418.0,
OSP,Reconciled Cost Of Revenue,,16554063000.0,17619127000.0,18915443000.0,17059099000.0,
OSP,EBITDA,,5374476563.0,5462588580.0,3979247062.0,4509767918.0,
OSP,EBIT,,4089903291.0,3944222077.0,2381490841.0,2961329500.0,
OSP,Net Interest Income,,-65382696.0,-95548521.0,-88764006.0,-107685690.0,
OSP,Interest Expense,,65382696.0,95548521.0,88764006.0,107685690.0,
OSP,Normalized Income,,3241298930.782612,2969103033.89,1884317207.08,2038666873.7,
OSP,Net Income From Continuing And Discontinued Operation,,3504313165.0,3254920105.0,1933769383.0,2402102596.0,
OSP,Total Expenses,,22226788203.0,23534807703.0,25330644257.0,23761051301.0,
OSP,Total Operating Income As Reported,,3864591329.0,3680816800.0,2066597756.0,2815780264.0,
OSP,Diluted Average Shares,,2995139457.0,3013814912.0,3021514661.0,3002628245.0,
OSP,Basic Average Shares,,2995139457.0,3013814912.0,3021514661.0,3002628245.0,
OSP,Diluted EPS,,1.17,1.08,0.64,0.8,
OSP,Basic EPS,,1.17,1.08,0.64,0.8,
OSP,Diluted NI Availto Com Stockholders,,3504313165.0,3254920105.0,1933769383.0,2402102596.0,
OSP,Net Income Common Stockholders,,3504313165.0,3254920105.0,1933769383.0,2402102596.0,
OSP,Net Income,,3504313165.0,3254920105.0,1933769383.0,2402102596.0,
OSP,Minority Interests,,67166792.0,70176680.0,9898222.0,-21035568.0,
OSP,Net Income Including Noncontrolling Interests,,3437146373.0,3184743425.0,1923871161.0,2423138164.0,
OSP,Net Income Discontinuous Operations,0.0,,,,,
OSP,Net Income Continuous Operations,,3437146373.0,3184743425.0,1923871161.0,2423138164.0,
OSP,Tax Provision,,587374222.0,663930131.0,368855674.0,430505646.0,
OSP,Pretax Income,,4024520595.0,3848673556.0,2292726835.0,2853643810.0,
OSP,Other Income Expense,,733524720.0,716747194.0,446453723.0,660560674.0,
OSP,Other Non Operating Income Expenses,,164070000.0,108984000.0,72689000.0,87440000.0,
OSP,Special Income Charges,,74121000.0,23523000.0,15011000.0,93718000.0,
OSP,Gain On Sale Of Ppe,,21357000.0,23523000.0,15011000.0,93718000.0,
OSP,Restructuring And Mergern Acquisition,,-52764000.0,0.0,,,
OSP,Earnings From Equity Interest,,261493962.0,263405277.0,314893085.0,145549236.0,
OSP,Gain On Sale Of Security,,233839758.0,320834917.0,43860638.0,333853438.0,
OSP,Net Non Operating Interest Income Expense,,-65382696.0,-95548521.0,-88764006.0,-107685690.0,
OSP,Interest Expense Non Operating,,65382696.0,95548521.0,88764006.0,107685690.0,
OSP,Operating Income,,3356378612.0,3227474297.0,1935037743.0,2300768699.0,
OSP,Operating Expense,,5672725203.0,5915680703.0,6415201257.0,6701952301.0,
OSP,Other Operating Expenses,,-37700000.0,-62340000.0,-84632000.0,-67469000.0,
OSP,Selling General And Administration,,5710425203.0,5978020703.0,6499833257.0,6769421301.0,
OSP,Selling And Marketing Expense,,3966769097.0,4249836824.0,4712113038.0,4627600638.0,
OSP,General And Administrative Expense,,1743656106.0,1728183879.0,1787720219.0,2141820663.0,
OSP,Other Gand A,,1743656106.0,1728183879.0,1787720219.0,2141820663.0,
OSP,Gross Profit,,9029103815.0,9143155000.0,8350239000.0,9002721000.0,
OSP,Cost Of Revenue,,16554063000.0,17619127000.0,18915443000.0,17059099000.0,
OSP,Total Revenue,,25583166815.0,26762282000.0,27265682000.0,26061820000.0,
OSP,Operating Revenue,,25583166815.0,50959702000.0,49804259000.0,47500562000.0,
PACO,Tax Effect Of Unusual Items,,-617045.308959,3905546.976271,27278.406602,559224.871746,
PACO,Tax Rate For Calcs,,0.187575,0.198937,0.005757,0.199505,
PACO,Normalized EBITDA,,164579918.0,169138288.0,134719289.0,152306498.0,
PACO,Total Unusual Items,,-3289588.0,19632082.0,4738656.0,2803056.0,
PACO,Total Unusual Items Excluding Goodwill,,-3289588.0,19632082.0,4738656.0,2803056.0,
PACO,Net Income From Continuing Operation Net Minority Interest,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Reconciled Depreciation,,54646030.0,48787313.0,50181061.0,51137453.0,
PACO,Reconciled Cost Of Revenue,,503798285.0,522716565.0,754845316.0,877546186.0,
PACO,EBITDA,,161290330.0,188770370.0,139457945.0,155109554.0,
PACO,EBIT,,106644300.0,139983057.0,89276884.0,103972101.0,
PACO,Net Interest Income,,-12895000.0,-6559000.0,-7540000.0,-13426000.0,
PACO,Interest Expense,,12043000.0,5558000.0,6303000.0,12530000.0,
PACO,Normalized Income,,79528979.691041,91956407.976271,77784861.406602,70955074.871746,
PACO,Net Income From Continuing And Discontinued Operation,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Total Expenses,,556140934.0,575157196.0,806291350.0,924905470.0,
PACO,Total Operating Income As Reported,,107496517.0,140983746.0,90513696.0,104868277.0,
PACO,Diluted Average Shares,,1000000000.0,946575000.0,1000000000.0,1000000000.0,
PACO,Basic Average Shares,,1000000000.0,946575000.0,1000000000.0,1000000000.0,
PACO,Diluted EPS,,0.076856,0.11,0.08,0.07,
PACO,Basic EPS,,0.076856,0.11,0.08,0.07,
PACO,Diluted NI Availto Com Stockholders,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Net Income Common Stockholders,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Net Income,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Net Income Including Noncontrolling Interests,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Net Income Continuous Operations,,76856437.0,107682943.0,82496239.0,73198906.0,
PACO,Tax Provision,,17744863.0,26742114.0,477645.0,18243195.0,
PACO,Pretax Income,,94601300.0,134425057.0,82973884.0,91442101.0,
PACO,Other Income Expense,,-3289588.0,19632082.0,4738656.0,2803056.0,
PACO,Special Income Charges,0.0,-2986441.0,0.0,,,
PACO,Impairment Of Capital Assets,0.0,2986441.0,0.0,,,
PACO,Gain On Sale Of Security,,-303147.0,19632082.0,4738656.0,2803056.0,
PACO,Net Non Operating Interest Income Expense,,-12895000.0,-6559000.0,-7540000.0,-13426000.0,
PACO,Total Other Finance Cost,,852000.0,1001000.0,1237000.0,896000.0,
PACO,Interest Expense Non Operating,,12043000.0,5558000.0,6303000.0,12530000.0,
PACO,Operating Income,,110786105.0,121351664.0,85775040.0,102065221.0,
PACO,Operating Expense,,52342649.0,52440631.0,51446034.0,47359284.0,
PACO,Other Operating Expenses,,-15489332.0,-12574183.0,-21666676.0,-24994567.0,
PACO,Selling General And Administration,,67831981.0,65014814.0,73112710.0,72353851.0,
PACO,Selling And Marketing Expense,,25923920.0,23562183.0,25251734.0,27862379.0,
PACO,General And Administrative Expense,,41908061.0,41452631.0,47860976.0,44491472.0,
PACO,Other Gand A,,41908061.0,41452631.0,47860976.0,44491472.0,
PACO,Gross Profit,,163128754.0,173792295.0,137221074.0,149424505.0,
PACO,Cost Of Revenue,,503798285.0,522716565.0,754845316.0,877546186.0,
PACO,Total Revenue,,666927039.0,696508860.0,892066390.0,1026970691.0,
PACO,Operating Revenue,,666927039.0,696508860.0,892066390.0,1026970691.0,
PAF,Tax Effect Of Unusual Items,,1738708.446795,2673203.6,35697.267323,33897.6,
PAF,Tax Rate For Calcs,,0.016625,0.2,0.041288,0.2,
PAF,Normalized EBITDA,,57005792.0,23246804.0,64186891.0,44485300.0,
PAF,Total Unusual Items,,104584722.0,13366018.0,864597.0,169488.0,
PAF,Total Unusual Items Excluding Goodwill,,104584722.0,13366018.0,864597.0,169488.0,
PAF,Net Income From Continuing Operation Net Minority Interest,,89567750.0,-1936026.0,21192682.0,-2606482.0,
PAF,Reconciled Depreciation,,63949825.0,31621960.0,34211040.0,35427893.0,
PAF,Reconciled Cost Of Revenue,,529821729.0,615847780.0,1352587814.0,2735970283.0,
PAF,EBITDA,,161590514.0,36612822.0,65051488.0,44654788.0,
PAF,EBIT,,97640689.0,4990862.0,30840448.0,9226895.0,
PAF,Net Interest Income,,-5026379.0,-5129356.0,-5007339.0,-9518094.0,
PAF,Interest Expense,,5929350.0,5605017.0,5667172.0,9678078.0,
PAF,Interest Income,,902971.0,475661.0,659833.0,159984.0,
PAF,Normalized Income,,-13278263.553205,-12628840.4,20363782.267323,-2742072.4,
PAF,Net Income From Continuing And Discontinued Operation,,89567750.0,-1936026.0,21192682.0,-2606482.0,
PAF,Total Expenses,,643316260.0,729198421.0,1490063142.0,2895449449.0,
PAF,Total Operating Income As Reported,,1861400.0,-7811913.0,22679150.0,10295222.0,
PAF,Diluted Average Shares,,540000000.0,540000000.0,540000000.0,540000000.0,
PAF,Basic Average Shares,,540000000.0,540000000.0,540000000.0,540000000.0,
PAF,Diluted EPS,,0.17,-0.0036,0.0392,-0.0048,
PAF,Basic EPS,,0.17,-0.0036,0.0392,-0.0048,
PAF,Diluted NI Availto Com Stockholders,,89567750.0,-1936026.0,21192682.0,-2606482.0,
PAF,Net Income Common Stockholders,,89567750.0,-1936026.0,21192682.0,-2606482.0,
PAF,Net Income,,89567750.0,-1936026.0,21192682.0,-2606482.0,
PAF,Minority Interests,,-618899.0,-16678.0,-2941246.0,-440156.0,
PAF,Net Income Including Noncontrolling Interests,,90186649.0,-1919348.0,24133928.0,-2166326.0,
PAF,Net Income Continuous Operations,,90186649.0,-1919348.0,24133928.0,-2166326.0,
PAF,Tax Provision,,1524690.0,1305193.0,1039348.0,1715143.0,
PAF,Pretax Income,,91711339.0,-614155.0,25173276.0,-451183.0,
PAF,Other Income Expense,,132613697.0,58672823.0,97401543.0,40390280.0,
PAF,Other Non Operating Income Expenses,,28028975.0,45306805.0,96536946.0,40220792.0,
PAF,Special Income Charges,,104534422.0,13316018.0,9982627.0,119488.0,
PAF,Gain On Sale Of Ppe,,1764731.0,988904.0,2481162.0,1347799.0,
PAF,Gain On Sale Of Business,,107606363.0,11306632.0,0.0,0.0,
PAF,Other Special Charges,-67400000.0,,,,,
PAF,Write Off,,1352709.0,-1411096.0,-7501465.0,1228311.0,
PAF,Impairment Of Capital Assets,828310.0,3483963.0,390614.0,0.0,,
PAF,Earnings From Equity Interest,144242.0,0.0,,,,
PAF,Gain On Sale Of Security,,50300.0,50000.0,-9118030.0,50000.0,
PAF,Net Non Operating Interest Income Expense,,-5026379.0,-5129356.0,-5007339.0,-9518094.0,
PAF,Interest Expense Non Operating,,5929350.0,5605017.0,5667172.0,9678078.0,
PAF,Interest Income Non Operating,,902971.0,475661.0,659833.0,159984.0,
PAF,Operating Income,,-35875979.0,-54157622.0,-67220928.0,-31323369.0,
PAF,Operating Expense,,113494531.0,113350641.0,137475328.0,159479166.0,
PAF,Other Operating Expenses,,,-2370.0,-8382965.0,,
PAF,Provision For Doubtful Accounts,-83582.0,7893373.0,-2370.0,,,
PAF,Selling General And Administration,,105601158.0,113350641.0,137475328.0,159479166.0,
PAF,Selling And Marketing Expense,,17952560.0,20504054.0,26574155.0,38859633.0,
PAF,General And Administrative Expense,,87648598.0,92846587.0,110901173.0,120619533.0,
PAF,Other Gand A,,81996434.0,86496587.0,103336173.0,96507533.0,
PAF,Salaries And Wages,,5652164.0,6350000.0,7565000.0,24112000.0,
PAF,Gross Profit,,77618552.0,59193019.0,70254400.0,128155797.0,
PAF,Cost Of Revenue,,529821729.0,615847780.0,1352587814.0,2735970283.0,
PAF,Total Revenue,,607440281.0,675040799.0,1422842214.0,2864126080.0,
PAF,Operating Revenue,,607440281.0,675040799.0,1422842214.0,2864126080.0,
PANEL,Tax Effect Of Unusual Items,,,0.0,0.0,,
PANEL,Tax Rate For Calcs,,,0.215177,0.217372,,
PANEL,Normalized EBITDA,,,17166291.0,25070477.0,,
PANEL,Total Unusual Items,,,0.0,0.0,,
PANEL,Total Unusual Items Excluding Goodwill,,,0.0,0.0,,
PANEL,Net Income From Continuing Operation Net Minority Interest,,,10947933.0,15936115.0,,
PANEL,Reconciled Depreciation,,,3189421.0,4682721.0,,
PANEL,Reconciled Cost Of Revenue,,,42694145.0,67844654.0,,
PANEL,EBITDA,,,17166291.0,25070477.0,,
PANEL,EBIT,,,13976870.0,20387756.0,,
PANEL,Net Interest Income,,,-7492.0,-25457.0,,
PANEL,Interest Expense,,,7492.0,25457.0,,
PANEL,Normalized Income,,,10947933.0,15936115.0,,
PANEL,Net Income From Continuing And Discontinued Operation,,,10947933.0,15936115.0,,
PANEL,Total Expenses,,,54865156.0,89814287.0,,
PANEL,Total Operating Income As Reported,,,13976870.0,20387756.0,,
PANEL,Diluted Average Shares,,,140000000.0,140000000.0,,
PANEL,Basic Average Shares,,,140000000.0,140000000.0,,
PANEL,Diluted EPS,,,0.0782,0.113829,,
PANEL,Basic EPS,,,0.0782,0.113829,,
PANEL,Diluted NI Availto Com Stockholders,,,10947933.0,15936115.0,,
PANEL,Net Income Common Stockholders,,,10947933.0,15936115.0,,
PANEL,Net Income,,,10947933.0,15936115.0,,
PANEL,Minority Interests,,,-15554.0,0.0,,
PANEL,Net Income Including Noncontrolling Interests,,,10963487.0,15936115.0,,
PANEL,Net Income Continuous Operations,,,10963487.0,15936115.0,,
PANEL,Tax Provision,,,3005891.0,4426184.0,,
PANEL,Pretax Income,,,13969378.0,20362299.0,,
PANEL,Special Income Charges,,,0.0,0.0,,
PANEL,Gain On Sale Of Business,,,0.0,0.0,,
PANEL,Net Non Operating Interest Income Expense,,,-7492.0,-25457.0,,
PANEL,Interest Expense Non Operating,,,7492.0,25457.0,,
PANEL,Operating Income,,,13976870.0,20387756.0,,
PANEL,Operating Expense,,,12171011.0,21969633.0,,
PANEL,Other Operating Expenses,,,-1243016.0,-508538.0,,
PANEL,Selling General And Administration,,,13414027.0,22478171.0,,
PANEL,Selling And Marketing Expense,,,2367847.0,3391354.0,,
PANEL,General And Administrative Expense,,,11046180.0,19086817.0,,
PANEL,Other Gand A,,,7623888.0,15170366.0,,
PANEL,Salaries And Wages,,,3422292.0,3916451.0,,
PANEL,Gross Profit,,,26147881.0,42357389.0,,
PANEL,Cost Of Revenue,,,42694145.0,67844654.0,,
PANEL,Total Revenue,,,68842026.0,110202043.0,,
PANEL,Operating Revenue,,,68842026.0,110202043.0,,
PAP,Tax Effect Of Unusual Items,,786741.651845,-1900042.71793,1605237.8,4355003.8,
PAP,Tax Rate For Calcs,,0.199578,0.201819,0.2,0.2,
PAP,Normalized EBITDA,,425619898.0,871631896.0,-168772809.0,92823484.0,
PAP,Total Unusual Items,,3942027.0,-9414587.0,8026189.0,21775019.0,
PAP,Total Unusual Items Excluding Goodwill,,3942027.0,-9414587.0,8026189.0,21775019.0,
PAP,Net Income From Continuing Operation Net Minority Interest,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Reconciled Depreciation,,137874776.0,131059681.0,126964791.0,115347847.0,
PAP,Reconciled Cost Of Revenue,,6660524913.0,8542629794.0,9775817206.0,8356477510.0,
PAP,EBITDA,,429561925.0,862217309.0,-160746620.0,114598503.0,
PAP,EBIT,,291687149.0,731157628.0,-287711411.0,-749344.0,
PAP,Net Interest Income,,-37296287.0,-35781043.0,-36728532.0,-53322146.0,
PAP,Interest Expense,,38054185.0,36216119.0,37116005.0,53999877.0,
PAP,Interest Income,,757898.0,435076.0,387473.0,677731.0,
PAP,Normalized Income,,199858132.651845,562203639.28207,-331726506.2,-73571269.2,
PAP,Net Income From Continuing And Discontinued Operation,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Total Expenses,,7094750971.0,8976036424.0,10097204675.0,8666226643.0,
PAP,Total Operating Income As Reported,,290929251.0,730722552.0,-288098884.0,-1427075.0,
PAP,Diluted Average Shares,,654881994.0,660344161.0,663888888.0,623902822.0,
PAP,Basic Average Shares,,654881994.0,660344161.0,663888888.0,623902822.0,
PAP,Diluted EPS,,0.31,0.84,-0.49,-0.09,
PAP,Basic EPS,,0.31,0.84,-0.49,-0.09,
PAP,Diluted NI Availto Com Stockholders,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Net Income Common Stockholders,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Net Income,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Net Income Including Noncontrolling Interests,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Net Income Continuous Operations,,203013418.0,554689095.0,-325305555.0,-56151254.0,
PAP,Tax Provision,,50619546.0,140252414.0,478139.0,1402033.0,
PAP,Pretax Income,,253632964.0,694941509.0,-324827416.0,-54749221.0,
PAP,Other Income Expense,,86137437.0,93393650.0,20040455.0,21775019.0,
PAP,Other Non Operating Income Expenses,89221646.0,82195410.0,102808237.0,81933366.0,,
PAP,Earnings From Equity Interest,,,0.0,12014266.0,0.0,
PAP,Gain On Sale Of Security,,3942027.0,-9414587.0,8026189.0,21775019.0,
PAP,Net Non Operating Interest Income Expense,,-37296287.0,-35781043.0,-36728532.0,-53322146.0,
PAP,Interest Expense Non Operating,,38054185.0,36216119.0,37116005.0,53999877.0,
PAP,Interest Income Non Operating,,757898.0,435076.0,387473.0,677731.0,
PAP,Operating Income,,204791814.0,637328902.0,-308139339.0,-23202094.0,
PAP,Operating Expense,,434226058.0,433406630.0,321387469.0,309749133.0,
PAP,Other Operating Expenses,,-82195410.0,-102808237.0,-81933366.0,-83962539.0,
PAP,Selling General And Administration,,434226058.0,433406630.0,403320835.0,393711672.0,
PAP,Selling And Marketing Expense,,155716123.0,150031331.0,143725136.0,139935674.0,
PAP,General And Administrative Expense,,278509935.0,283375299.0,259595699.0,253775998.0,
PAP,Other Gand A,,278509935.0,283375299.0,259595699.0,253775998.0,
PAP,Gross Profit,,639017872.0,1070735532.0,13248130.0,286547039.0,
PAP,Cost Of Revenue,,6660524913.0,8542629794.0,9775817206.0,8356477510.0,
PAP,Total Revenue,,7299542785.0,9613365326.0,9789065336.0,8643024549.0,
PAP,Operating Revenue,,7299542785.0,9613365326.0,9789065336.0,8643024549.0,
PATO,Tax Effect Of Unusual Items,,1030986.58412,608601.20783,-612606.557886,843690.739681,
PATO,Tax Rate For Calcs,,0.198801,0.191442,0.187879,0.193098,
PATO,Normalized EBITDA,,109745987.0,152885400.0,68164629.0,95178131.0,
PATO,Total Unusual Items,,5186017.0,3179035.0,-3260641.0,4369239.0,
PATO,Total Unusual Items Excluding Goodwill,,5186017.0,3179035.0,-3260641.0,4369239.0,
PATO,Net Income From Continuing Operation Net Minority Interest,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Reconciled Depreciation,,12479987.0,9030380.0,8553209.0,9997160.0,
PATO,Reconciled Cost Of Revenue,,387970360.0,428454403.0,325697833.0,436694332.0,
PATO,EBITDA,,114932004.0,156064435.0,64903988.0,99547370.0,
PATO,EBIT,,102452017.0,147034055.0,56350779.0,89550210.0,
PATO,Net Interest Income,,-351124.0,-233215.0,-1039475.0,-1747228.0,
PATO,Interest Expense,,363788.0,235296.0,1041484.0,1759904.0,
PATO,Interest Income,,12664.0,2081.0,2009.0,12676.0,
PATO,Normalized Income,,77637932.58412,116124859.20783,47565864.442114,67312636.739681,
PATO,Net Income From Continuing And Discontinued Operation,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Total Expenses,,454838342.0,502888207.0,388132967.0,508153143.0,
PATO,Total Operating Income As Reported,,102452017.0,138811680.0,53019993.0,88358624.0,
PATO,Diluted Average Shares,,143496426.0,143006377.0,140368219.0,141676370.0,
PATO,Basic Average Shares,,143496426.0,143006377.0,140368219.0,141676370.0,
PATO,Diluted EPS,,0.57,0.83,0.32,0.5,
PATO,Basic EPS,,0.57,0.83,0.32,0.5,
PATO,Diluted NI Availto Com Stockholders,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Net Income Common Stockholders,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Net Income,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Net Income Including Noncontrolling Interests,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Net Income Continuous Operations,,81792963.0,118695293.0,44917830.0,70838185.0,
PATO,Tax Provision,,20295266.0,28103466.0,10391465.0,16952121.0,
PATO,Pretax Income,,102088229.0,146798759.0,55309295.0,87790306.0,
PATO,Other Income Expense,,5267014.0,4077552.0,-2528755.0,4473451.0,
PATO,Other Non Operating Income Expenses,,80997.0,898517.0,731886.0,104212.0,
PATO,Special Income Charges,,44298.0,62990.0,0.0,0.0,
PATO,Gain On Sale Of Ppe,,44298.0,62990.0,0.0,0.0,
PATO,Gain On Sale Of Security,,5141719.0,3116045.0,-3260641.0,4369239.0,
PATO,Net Non Operating Interest Income Expense,,-351124.0,-233215.0,-1039475.0,-1747228.0,
PATO,Interest Expense Non Operating,,363788.0,235296.0,1041484.0,1759904.0,
PATO,Interest Income Non Operating,,12664.0,2081.0,2009.0,12676.0,
PATO,Operating Income,,97172339.0,142954422.0,58877525.0,85064083.0,
PATO,Operating Expense,,66867982.0,74433804.0,62435134.0,71458811.0,
PATO,Other Operating Expenses,-2361543.0,-80997.0,-898517.0,,,
PATO,Selling General And Administration,,66867982.0,74433804.0,62435134.0,71458811.0,
PATO,Selling And Marketing Expense,,28982137.0,33861683.0,25403458.0,32951012.0,
PATO,General And Administrative Expense,,37885845.0,40572121.0,37031676.0,38507799.0,
PATO,Other Gand A,,37885845.0,40572121.0,37031676.0,38507799.0,
PATO,Gross Profit,,164040321.0,217388226.0,121312659.0,156522894.0,
PATO,Cost Of Revenue,,387970360.0,428454403.0,325697833.0,436694332.0,
PATO,Total Revenue,,552010681.0,645842629.0,447010492.0,593217226.0,
PATO,Operating Revenue,,552010681.0,645842629.0,447010492.0,593217226.0,
PB,Tax Effect Of Unusual Items,,1785139.209027,2048263.193297,2013126.499727,3326745.739125,
PB,Tax Rate For Calcs,,0.115111,0.112492,0.123938,0.136264,
PB,Normalized EBITDA,,2375139329.0,2309475464.0,2312089627.0,2329601744.0,
PB,Total Unusual Items,,15508000.0,18208000.0,16243000.0,24414000.0,
PB,Total Unusual Items Excluding Goodwill,,15508000.0,18208000.0,16243000.0,24414000.0,
PB,Net Income From Continuing Operation Net Minority Interest,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Reconciled Depreciation,,492803775.0,425423458.0,378981403.0,375429620.0,
PB,Reconciled Cost Of Revenue,,3742851643.0,3773531275.0,4048934615.0,4033110508.0,
PB,EBITDA,,2390647329.0,2327683464.0,2328332627.0,2354015744.0,
PB,EBIT,,1897843554.0,1902260006.0,1949351224.0,1978586124.0,
PB,Net Interest Income,,59598000.0,45238000.0,54891000.0,104212000.0,
PB,Interest Expense,,809000.0,672000.0,890000.0,1396000.0,
PB,Interest Income,,60407000.0,45910000.0,55781000.0,105608000.0,
PB,Normalized Income,,1664942415.209027,1671513906.193297,1692742775.499727,1686683322.739125,
PB,Net Income From Continuing And Discontinued Operation,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Total Expenses,,5351943545.0,5354515894.0,5684179970.0,5731406554.0,
PB,Total Operating Income As Reported,,1833993192.0,1853096600.0,1886788639.0,1866272616.0,
PB,Diluted Average Shares,,450000000.0,450000000.0,450000000.0,450000000.0,
PB,Basic Average Shares,,450000000.0,450000000.0,450000000.0,450000000.0,
PB,Diluted EPS,,3.73,3.75,3.79,3.8,
PB,Basic EPS,,3.73,3.75,3.79,3.8,
PB,Diluted NI Availto Com Stockholders,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Net Income Common Stockholders,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Net Income,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Net Income Including Noncontrolling Interests,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Net Income Continuous Operations,,1678665276.0,1687673643.0,1706972649.0,1707770577.0,
PB,Tax Provision,,218369278.0,213914363.0,241488575.0,269419547.0,
PB,Pretax Income,,1897034554.0,1901588006.0,1948461224.0,1977190124.0,
PB,Other Income Expense,,45902563.0,50927972.0,48890244.0,63941985.0,
PB,Other Non Operating Income Expenses,,26952000.0,29467000.0,25866000.0,32822000.0,
PB,Earnings From Equity Interest,,3442563.0,3252972.0,6781244.0,6705985.0,
PB,Gain On Sale Of Security,,15508000.0,18208000.0,16243000.0,24414000.0,
PB,Net Non Operating Interest Income Expense,,59598000.0,45238000.0,54891000.0,104212000.0,
PB,Interest Expense Non Operating,,809000.0,672000.0,890000.0,1396000.0,
PB,Interest Income Non Operating,,60407000.0,45910000.0,55781000.0,105608000.0,
PB,Operating Income,,1791533546.0,1805421405.0,1844679680.0,1809036233.0,
PB,Operating Expense,,1609091902.0,1580984619.0,1635245355.0,1698296046.0,
PB,Selling General And Administration,,1609091902.0,1580984619.0,1635245355.0,1698296046.0,
PB,Selling And Marketing Expense,,1358029840.0,1335448332.0,1368588902.0,1441808342.0,
PB,General And Administrative Expense,,251062062.0,245536287.0,266656453.0,256487704.0,
PB,Other Gand A,,251062062.0,245536287.0,266656453.0,256487704.0,
PB,Gross Profit,,3400625448.0,3386406024.0,3479925035.0,3507332279.0,
PB,Cost Of Revenue,,3742851643.0,3773531275.0,4048934615.0,4033110508.0,
PB,Total Revenue,,7143477091.0,7159937299.0,7528859650.0,7540442787.0,
PB,Operating Revenue,,7143477091.0,7159937299.0,7528859650.0,7540442787.0,
PCC,Tax Effect Of Unusual Items,,2840.445771,19959.500322,20108.014066,6840.207718,
PCC,Tax Rate For Calcs,,0.167984,0.160898,0.154473,0.164769,
PCC,Normalized EBITDA,,579539756.0,503251911.0,614867836.0,683276455.0,
PCC,Total Unusual Items,,16909.0,124051.0,130172.0,41514.0,
PCC,Total Unusual Items Excluding Goodwill,,16909.0,124051.0,130172.0,41514.0,
PCC,Net Income From Continuing Operation Net Minority Interest,,253820321.0,202686294.0,283787507.0,323843230.0,
PCC,Reconciled Depreciation,,168017466.0,169547351.0,178870967.0,196948206.0,
PCC,Reconciled Cost Of Revenue,,2855059958.0,2652444112.0,3678071022.0,3373591574.0,
PCC,EBITDA,,579556665.0,503375962.0,614998008.0,683317969.0,
PCC,EBIT,,411539199.0,333828611.0,436127041.0,486369763.0,
PCC,Net Interest Income,,-74451855.0,-61408078.0,-69236100.0,-63479350.0,
PCC,Interest Expense,,75058325.0,61723140.0,70135338.0,68609060.0,
PCC,Interest Income,,606470.0,315062.0,899238.0,5129710.0,
PCC,Normalized Income,,253806252.445771,202582202.500322,283677443.014066,323808556.207718,
PCC,Net Income From Continuing And Discontinued Operation,,253820321.0,202686294.0,283787507.0,323843230.0,
PCC,Total Expenses,,3663340179.0,3301727384.0,4422695006.0,4162041236.0,
PCC,Total Operating Income As Reported,,383613870.0,321729282.0,422560461.0,438677041.0,
PCC,Diluted Average Shares,,1226619100.0,1226619100.0,983542000.0,1226619000.0,
PCC,Basic Average Shares,,1226619100.0,1226619100.0,983542000.0,1226619000.0,
PCC,Diluted EPS,,0.206927,0.16524,0.289,0.264,
PCC,Basic EPS,,0.206927,0.16524,0.289,0.264,
PCC,Diluted NI Availto Com Stockholders,,253820321.0,202686294.0,283787507.0,323843230.0,
PCC,Net Income Common Stockholders,,253820321.0,202686294.0,283787507.0,323843230.0,
PCC,Net Income,,253820321.0,202686294.0,283787507.0,323843230.0,
PCC,Minority Interests,,-26137064.0,-25638077.0,-25668487.0,-25083586.0,
PCC,Net Income Including Noncontrolling Interests,,279957385.0,228324371.0,309455994.0,348926816.0,
PCC,Net Income Continuous Operations,,279957385.0,228324371.0,309455994.0,348926816.0,
